1990,1995,2000,2005,2010,2016
20.641,17.523,14.942,15.734000000000002,18.922,22.074
12.423,13.049000000000001,15.125,17.879,21.416,27.337
30.014,33.176,37.181999999999995,36.577,37.513000000000005,38.681
18.987000000000002,21.151,24.775,26.166,26.721,26.564
16.881,18.018,21.605999999999998,26.81,29.934,32.666
9.814,11.126,12.383,13.28,14.962,17.449
23.249000000000002,23.930999999999997,24.609,25.621,30.364,33.885
20.785,23.818,23.288,23.735,27.145,30.717
15.97,16.523,18.910999999999998,21.072,23.095,25.814
17.459,19.475,20.175,20.111,20.189,21.406
14.219000000000001,14.617,15.865,23.438000000000002,30.971999999999998,35.908
8.201,11.802999999999999,11.667,10.296,9.501,9.452
18.201,18.942999999999998,18.705,18.075,18.299,18.953
6.517,8.113999999999999,10.975999999999999,16.426,19.599,20.538
7.539,9.707,11.595999999999998,13.389000000000001,12.270999999999999,13.798
4.121,4.718999999999999,3.7560000000000002,3.34,3.825,4.69
32.217,30.365,27.935,27.733,30.682,33.617
16.502,18.374000000000002,17.237000000000002,13.687999999999999,14.552,17.867
22.052,24.6,25.464000000000002,24.45,22.747,23.197
16.916,17.835,24.234,29.47,30.343000000000004,31.575
16.557000000000002,17.451,15.939,16.332,18.92,21.884
12.69,17.074,18.813,19.831,18.363,18.848
22.796,24.098000000000003,27.033,24.840999999999998,25.131999999999998,29.155
14.328,15.991,20.366,24.173000000000002,28.386,32.631
25.458000000000002,27.354,24.816999999999997,21.84,20.831,21.915
8.996,10.308,12.51,15.842,17.287,18.883
5.942,7.061,8.272,9.945,12.363,15.546
14.7,17.756,20.522,21.561999999999998,23.643,27.537
15.359000000000002,15.681,17.629,15.109000000000002,13.062999999999999,12.814
18.956,20.003,22.415,26.153000000000002,27.862,29.285999999999998
17.434,17.689,18.245,19.643,21.465999999999998,22.605999999999998
23.634,27.125,32.01,36.289,40.211999999999996,44.657
7.093999999999999,10.037,17.319000000000003,23.701999999999998,22.908,24.093000000000004
13.17,11.84,12.842,14.206,12.847000000000001,14.31
15.446,17.581,19.792,20.171,19.288,22.353
15.699000000000002,14.270999999999999,17.348,18.094,15.565,16.002
14.502,15.625,17.624000000000002,17.343,11.616,12.972999999999999
11.543,12.09,11.895999999999999,10.524000000000001,10.169,12.472999999999999
15.895999999999999,18.07,24.578000000000003,25.272,26.74,28.596
10.051,11.706,13.095999999999998,15.042,17.719,21.258000000000003
22.794,25.66,27.975,30.491,34.091,37.493
20.721,18.7,17.658,20.658,22.57,25.01
18.61,22.095,25.081999999999997,27.721,29.134,29.851999999999997
19.822,20.669,21.517,23.209,24.628,25.584
17.987000000000002,20.086,21.927,23.525,24.043000000000003,25.932
8.86,10.734000000000002,13.572000000000001,17.297,22.05,26.763
17.553,22.12,24.506999999999998,25.686999999999998,27.151999999999997,28.585
22.372,25.351,28.549,30.594,31.089000000000002,30.412
10.245999999999999,12.6,14.687000000000001,16.516,19.4,23.619
11.508,12.831,14.385,18.096,23.275,28.587
14.708,16.136,17.017,16.75,17.875999999999998,20.894000000000002
26.302,31.706,29.017,26.774,28.230999999999998,23.543000000000003
4.93,5.3629999999999995,5.606,6.091,6.687,7.667000000000001
24.500999999999998,28.701999999999998,31.44,32.759,34.221,34.317
14.964,14.73,15.867,20.108,24.322,26.969
4.862,5.013999999999999,6.202999999999999,8.979,10.435,13.437999999999999
20.425,20.974,19.962,18.408,18.819000000000003,21.493000000000002
21.218000000000004,25.017,28.138,29.302,30.166999999999998,31.304000000000002
16.593,18.655,19.910999999999998,20.346,21.059,21.295
29.006,33.214,36.854,38.227,39.821,41.88
12.175,13.122,13.866,15.218,15.693,18.845
17.742,20.479,23.57,25.105,25.201999999999998,26.46
23.965999999999998,23.88,24.6,28.584,30.095,33.143
5.65,7.547999999999999,8.557,8.73,8.741,8.943
10.436,11.165,11.27,11.065999999999999,12.436,14.334000000000001
13.342,14.918,15.433,11.004000000000001,11.645999999999999,12.878
8.826,10.104,11.525,16.314,17.81,19.009
18.502,20.076,29.118000000000002,42.114,50.648999999999994,55.402
23.46,26.349,27.877,31.319000000000003,34.949,34.851
15.366,19.093,21.127,22.963,24.394000000000002,26.189
13.715,17.602,18.08,15.747,16.678,21.064
9.66,10.529000000000002,12.345999999999998,13.807,14.075999999999999,16.454
6.86,8.565,10.125,12.277000000000001,12.652000000000001,14.587
18.429000000000002,17.825,20.377,25.307,28.377,29.401
8.121,8.09,7.417000000000001,7.813,7.8260000000000005,8.474
25.204,24.638,23.998,25.605999999999998,26.406,27.369
7.08,8.416,9.671,11.304,13.497,17.097
7.5920000000000005,8.162,7.33,6.728,8.764,11.777999999999999
22.496,24.678,27.375999999999998,29.537,29.016,29.726999999999997
6.515,10.172,13.03,15.742,17.896,19.522000000000002
17.558,15.765,15.535,22.531999999999996,24.629,28.794
27.933000000000003,28.392,30.609,31.941999999999997,33.943000000000005,36.131
17.847,20.257,22.293000000000003,24.611,27.019000000000002,28.552
24.491,26.892,30.949,33.541,34.646,34.806999999999995
12.197000000000001,14.005999999999998,15.481,16.073,17.803,18.247
14.960999999999999,11.879000000000001,10.946,14.508,14.417,15.106
8.265,8.841000000000001,9.787,11.754000000000001,12.62,13.579
17.631,18.219,18.169,21.804000000000002,24.738000000000003,27.325
12.019,12.82,13.071,10.821,12.192,13.46
19.677,21.596999999999998,20.552,18.203,16.589000000000002,17.416
3.722,4.868,5.28,4.079,3.855,4.354
28.862,31.128,33.453,35.279,36.248000000000005,38.792
17.842,21.076999999999998,24.861,28.590999999999998,30.203000000000003,32.371
36.824,35.658,40.736,44.98,50.766000000000005,53.681999999999995
3.773,4.5280000000000005,5.356,5.052,5.947,7.77
23.158,27.945,31.149,28.829,22.627,25.331
13.93,12.532,11.776,13.525,14.718,16.392
31.09,31.654,34.205999999999996,37.293,41.762,43.961999999999996
9.789,12.84,12.847999999999999,12.334000000000001,11.519,11.963
17.114,20.776,23.516,20.906999999999996,20.555,23.680999999999997
12.01,13.755,15.341,15.758,15.127,15.725
12.152000000000001,11.712,11.628,14.467,18.633,20.488000000000003
17.651,20.816,23.448,25.881999999999998,28.305999999999997,29.96
14.699000000000002,14.522,13.957,17.034000000000002,20.329,21.883000000000003
19.476,22.345,21.511999999999997,23.276999999999997,27.52,31.619
8.721,9.046,7.976,8.072000000000001,8.948,10.440999999999999
7.297999999999999,6.546,7.6,9.297,10.07,11.001
4.806,6.129,7.507000000000001,8.888,11.038,14.802
23.166,26.775,26.014,23.553,20.883000000000003,23.974
25.627,26.938000000000002,28.725,29.621,31.816,34.787
20.375999999999998,20.836,22.730999999999998,25.333000000000002,26.465,28.987
5.164,7.914,9.264,10.057,11.654000000000002,13.783
29.186,32.187,36.855,37.596,37.904,39.366
3.908,4.718999999999999,6.029,8.136000000000001,11.135,14.915
27.809,26.035999999999998,25.961,28.576999999999998,32.354,35.301
19.114,20.899,21.705,22.173000000000002,21.819000000000003,24.101999999999997
12.388,14.323,17.24,17.448,17.244,19.212
7.812,9.049,9.81,8.867,9.024,10.968
15.17,18.86,22.516,25.471999999999998,28.612,30.348000000000003
24.968000000000004,25.301,26.326,24.212,20.506,18.262999999999998
17.09,19.808,23.959,28.171999999999997,31.214000000000002,35.414
6.745,6.551,6.881,9.628,11.217,11.525
5.085,4.848,5.657,8.347000000000001,7.935,7.52
9.051,10.684000000000001,11.912,14.842,17.572,17.765
14.380999999999998,15.875,16.743,14.498,17.044,21.308000000000003
14.069,15.835999999999999,16.34,16.659000000000002,18.428,19.81
17.384,18.407,20.367,21.971999999999998,24.023000000000003,26.503
3.596,4.923,4.006,3.5260000000000002,4.111000000000001,5.444
26.533,29.686,31.281999999999996,31.099,31.066999999999997,32.81
12.523,17.124000000000002,21.449,28.438000000000002,37.782,46.626000000000005
10.738,11.933,11.15,7.252999999999999,6.686,6.247000000000001
10.236,11.333,11.767000000000001,12.22,13.807,17.987000000000002
24.795,26.651999999999997,26.816999999999997,20.781999999999996,19.015,22.039
3.9739999999999998,4.638,5.558,6.867000000000001,8.504,9.905
12.42,12.116,13.728,14.796,15.968,18.018
18.033,18.000999999999998,18.87,19.705,21.416999999999998,22.682
1.474,1.619,1.6,1.649,1.672,1.736
20.713,25.838,29.184,31.269000000000002,31.689,31.684
14.283,15.449000000000002,18.058,21.031,24.177,27.694000000000003
13.322000000000001,15.092,16.796,17.675,14.8,17.151
31.112,32.614000000000004,35.208,39.343,44.275,47.038999999999994
13.235,14.607000000000001,16.78,19.464000000000002,22.534000000000002,24.035
29.851999999999997,28.497,22.593000000000004,20.933000000000003,22.95,24.803
14.148,15.65,17.91,19.474,19.092,20.563000000000002
22.068,25.905,31.835,35.924,41.585,49.708999999999996
8.628,9.132,9.479,8.664,9.054,11.465
7.275,7.175,7.001,6.206,6.337999999999999,7.682
12.422,14.69,17.214000000000002,19.320999999999998,21.635,23.627
19.499000000000002,21.915,24.05,24.537,26.068,28.964000000000002
10.595999999999998,12.026,13.550999999999998,15.63,18.227,21.439
10.439,11.630999999999998,12.162,12.925,13.923,16.632
10.253,9.406,8.73,8.811,9.454,10.245
24.86,24.808000000000003,24.401,24.342,23.57,23.26
14.405999999999999,15.3,15.472000000000001,15.054,15.356,16.527
10.574000000000002,12.383,13.454,14.200999999999999,12.872,10.421
7.111000000000001,7.815,8.175,9.132,10.654000000000002,12.915
16.822,18.043,18.159000000000002,18.105999999999998,20.613000000000003,22.903000000000002
20.655,21.319000000000003,24.369,28.166,30.798000000000002,32.209
17.180999999999997,19.345,22.223000000000003,23.284000000000002,24.331,26.426
20.853,21.795,22.436999999999998,21.381999999999998,20.728,22.679000000000002
14.675999999999998,17.461,19.206,20.761,22.549,25.508000000000003
19.156,21.12,24.165,27.256999999999998,31.198,33.91
6.367000000000001,7.922999999999999,9.435,10.14,9.302999999999999,9.437000000000001
4.981,6.386,7.9879999999999995,8.572000000000001,8.466000000000001,9.911
4.591,7.184,12.350999999999999,15.222999999999999,17.159000000000002,20.406
14.847000000000001,16.009,15.329,16.457,17.247,18.141
15.546,17.644000000000002,20.395,24.276,27.648000000000003,31.423000000000002
7.983,9.87,11.751,11.162,9.722999999999999,11.832
36.58,40.468,42.68600000000001,45.144,47.882,50.097
9.431000000000001,10.387,12.574000000000002,15.225999999999999,18.229,19.676
13.402999999999999,16.054000000000002,17.437,20.21,22.715999999999998,26.351999999999997
12.255,13.357999999999999,16.139,20.533,23.405,27.434
19.993,23.070999999999998,26.281999999999996,27.63,28.523000000000003,30.058000000000003
14.642000000000001,14.116,11.605,9.01,9.962,11.302
15.220999999999998,17.338,15.700999999999999,13.838,12.446,13.914000000000001
11.673,11.862,10.907,12.915999999999999,15.835,16.715
17.694000000000003,19.333,22.735,26.245,31.491999999999997,35.753
17.333,18.141,20.598000000000003,21.499000000000002,22.148000000000003,24.026999999999997
26.459,29.822,27.471999999999998,25.124000000000002,27.339000000000002,32.065
25.809,28.721,31.461,36.977,41.851000000000006,45.519
25.175,25.935,26.743000000000002,27.997,32.423,37.558
2.8369999999999997,3.3960000000000004,4.479,6.539,8.892000000000001,10.524000000000001
11.220999999999998,12.144,13.373,14.247,16.045,17.809
38.329,40.348,41.861000000000004,43.034,45.651,47.751999999999995
15.835999999999999,16.555,15.24,14.942,14.66,17.855999999999998
19.160999999999998,21.726,25.818,26.304000000000002,29.162,31.843000000000004
19.885,25.331,29.449,32.134,35.005,35.937
12.972999999999999,15.855,18.075,16.102999999999998,12.39,11.215
